name,yelp_id,category_id,rating,review_count,price,distance,latitude,longitude,bike_station_id
Firecrust,94M0qHo70j4Z6G-OSIYCCQ,13065,4.0,140,$$,120,49.2777868,-123.1274639,a6c6df138cbc97b9f81e7ffbbebdde6f
RV’s Butter Kitchen,SHrLUxpK6LDt3N1f6QQb9A,13065,4.5,25,,124,49.2769073,-123.1307071,a6c6df138cbc97b9f81e7ffbbebdde6f
Osaka Sushi,SzQ0eGVXc2DAqw0n5r20nw,13065,4.0,67,$,176,49.2775042,-123.131791,a6c6df138cbc97b9f81e7ffbbebdde6f
Nando's,sUKh87XEmpy5n9BaLiQEIw,13065,3.5,202,$$,136,49.2778746,-123.1276559,a6c6df138cbc97b9f81e7ffbbebdde6f
Daikichi Sushi,cHFBCk7HpN8z9HooaqlhTQ,13065,3.0,83,$,132,49.2773454,-123.1314919,a6c6df138cbc97b9f81e7ffbbebdde6f
Maple Leaf Delicatessen,DX6eXd2OUqGMkVQQBr0EWQ,13065,4.5,26,$,141,49.278653,-123.1300056,a6c6df138cbc97b9f81e7ffbbebdde6f
White Spot,ueolBZ5MSq1cNlRz1sx2cw,13065,2.5,89,$$,179,49.276139219048,-123.128192383024,a6c6df138cbc97b9f81e7ffbbebdde6f
Sushi Howe,UF-ScH_Ts4drT9EISK_m2w,13065,4.0,28,,176,49.2774536,-123.1269272,a6c6df138cbc97b9f81e7ffbbebdde6f
Sombreros Mexican Products & Taqueria,6PFzidqH3oSNK5eXOHNBIQ,13065,4.0,30,$$,114,49.2766917,-123.1285811,a6c6df138cbc97b9f81e7ffbbebdde6f
Rorimomo,Y3Asx0r6qfpnoIwKorL2MQ,13065,4.0,29,,183,49.277705275,-123.126947862,a6c6df138cbc97b9f81e7ffbbebdde6f
Patterson Wonton House,QhR8qEJQrc9j-b7LEhsYWw,13065,3.5,45,$,167,49.2786857,-123.1282815,a6c6df138cbc97b9f81e7ffbbebdde6f
Caffe Mira,HJNwJpfspIhfvqtr4cYE2g,13065,5.0,18,,146,49.2787456,-123.129878,a6c6df138cbc97b9f81e7ffbbebdde6f
Hashigo - Sake Dining ,oqKcL1-J9Adc_l0637pVvA,13065,4.5,3,,181,49.27658,-123.12765,a6c6df138cbc97b9f81e7ffbbebdde6f
Freshii,knF9zq8FM6ewSzbw8xnTQA,13065,3.5,4,,81,49.2769289,-123.1287627,a6c6df138cbc97b9f81e7ffbbebdde6f
Naru,nwIt2awrSiMhNRVjoQyL3w,13065,3.0,8,$,104,49.2777393,-123.1308785,a6c6df138cbc97b9f81e7ffbbebdde6f
Subway,LmY_AOLkJ1D5FLO7AeRnkg,13065,2.5,7,,153,49.2780393100512,-123.12750030776,a6c6df138cbc97b9f81e7ffbbebdde6f
Nebur King Coffee,_HUpYjFI2-Z8WuMmdTlpKg,13065,4.0,9,$,135,49.2768899,-123.1307331,a6c6df138cbc97b9f81e7ffbbebdde6f
La Vallee Restaurant,dJ5udvOdcNcSiBYjcAkVeA,13065,2.5,4,$$,160,49.27615,-123.13025,a6c6df138cbc97b9f81e7ffbbebdde6f
La Vallee Restaurant,CFzqnQf6uu_sCoETa3l0YQ,13065,0.0,0,$$$,160,49.27615,-123.13025,a6c6df138cbc97b9f81e7ffbbebdde6f
Shaman Digital Media,cVxV44lF10vts5dR1Kj6bg,13065,0.0,0,,73,49.2772099,-123.12861,a6c6df138cbc97b9f81e7ffbbebdde6f
Subway,EclKA19Vg7_P92LVmYA0PA,13065,2.0,1,,187,49.2767593,-123.1270705,a6c6df138cbc97b9f81e7ffbbebdde6f
Yolks - Coming Soon,pJosAdZhYryhqyjUJS2OiQ,13065,0.0,0,,138,49.278737,-123.128973,a6c6df138cbc97b9f81e7ffbbebdde6f
4 Brothers Pizza,Qxsa3wG2hdFQsLXbJqgpqg,13065,2.5,9,,130,49.2772666,-123.1277286,a6c6df138cbc97b9f81e7ffbbebdde6f
Umberto's Restaurants,NpJOoISCQfT3aYZf8yRaXQ,13065,4.0,3,,159,49.27617,-123.13081,a6c6df138cbc97b9f81e7ffbbebdde6f
Anholt Jill Physiothrpy,FxmajWJ4zZ-4E8GPABGolA,13065,0.0,0,,131,49.27857,-123.1293,a6c6df138cbc97b9f81e7ffbbebdde6f
Apple Deli,9LFPGwAUG3bTpSTQ8bUZtA,13065,0.0,0,,152,49.2781277,-123.1274267,a6c6df138cbc97b9f81e7ffbbebdde6f
